from_node,to_node
3646191127,3646191114
3646191127,27398725
3646191127,3646191111
3646191127,709714016
192306684,4238384
666739,665863
666739,65078354
666739,65084684
28246966,442727194
28246966,28246359
28246966,26765374
1420456308,1426049012
1420456308,1574290315
12119423,305247746
12119423,1505675855
26756045,10557731336
26756045,12119103
10807129106,1432597410
10807129106,26389376
12117945,712233927
12117945,442395114
278304759,2389808020
278304759,278304980
1396441238,1415568601
1396441238,12428412
12117926,321859890
12117926,12117925
9959608740,709714029
9959608740,9959608739
28850705,5753477076
28850705,3009458377
11675497,298543401
11675497,28237617
3206752725,550879544
3206752725,559288530
901763,901807
901763,2893532826
2801734585,1293998617
2801734585,1294004365
31095511,31095520
31095511,4429994300
31095511,10754781601
31095511,31095515
26165090,9101555
688515617,256891653
688515617,688515611
30979529,30979626
552584287,984316091
552584287,669501977
32335006,32335290
32335006,32335269
32335006,2876012532
32335006,133357772
4207104747,90391644
4207104747,122828307
266998234,18906120
266998234,610303883
50881042,2473982574
50881042,259594888
50881042,11695489202
564502659,450657663
564502659,563885194
26913023,1415568601
1346901,31053762
1346901,408487633
1346901,408487636
389314,5591654764
389314,5297738717
12428371,28233325
661392,3198747218
661392,243480507
15413034,15413035
15413034,15413055
15413034,15413033
2601914801,2399564659
2601914801,2399564657
2601914801,1396433512
2685561284,111887243
25757771,192308465
25757771,181478127
25757771,4238384
249188556,4020784909
249188556,1513166909
12867375,28233414
12867375,7446920581
12649687,12649686
12649687,5597784479
12649687,12117954
12649687,621545500
26165126,1448442
26165126,26165156
247176928,247176929
59665180,2400961252
59665180,277968644
273116329,18940355
273116329,411503251
31935965,18161329
31935965,9964335080
31935965,2375515929
240088666,12649667
240088666,26759873
298908463,19204939
31053762,31015271
31053762,31015268
1426100583,1426100627
1426100583,517392367
1426100583,3671886411
1426100583,31015379
18161341,18161345
18161341,4021163818
18161341,2375574684
195865275,411503251
1423546560,19080371
1423546560,1423546562
1417058887,1417046294
1417058887,12118463
322699665,26867093
1130327672,1130327727
1130327672,12118463
1430847136,14957882
1430847136,247944911
671028,2396618510
671028,255425633
671028,600567215
2406479496,2406479462
1707040328,9595988769
1707040328,60162968
666333,666355
666333,666337
14955953,672383
14955953,11228869558
14955953,389607
1422227417,2767795997
1422227417,11905484759
2375593291,26389444
1358290508,1430506662
1358290508,1139345132
1448442,135109542
1448442,32236377
1448439,26165637
1448439,26165156
1448439,26165229
335972562,5812350375
335972562,15855903
6378829642,280123278
59768315,652697356
59768315,688820883
13228191,4427842681
13228191,4427843392
26496119,28242848
658542,97229796
658542,97229778
1432597857,13228195
1432597857,1432597853
445499045,192311247
59802253,59802258
59802253,251007584
26866909,26866905
15482551,2444639949
15482551,377095277
12784890,8589760517
12784890,11854160
12784890,4303468056
297387982,8733034934
297387982,8733023806
297387982,297387984
196244458,196244498
196244458,196244441
241775025,1264982655
453178969,349176520
453178969,1799448116
321851723,6389297988
321851723,12117932
256892539,31095548
256892539,10754781601
29400038,130249415
29400038,389678
1397022505,1397022502
1397022505,1397022507
301812302,301810840
301812302,11628149802
1432597820,305405928
1432597820,1432597816
1432597820,1432597832
267001617,2759832439
9043911415,15413102
9043911415,12428293
1420114191,2745264347
1420114191,4758711822
1420114191,2745264394
1420114191,2745264321
6988362473,320030532
12428385,281261254
12428385,281261261
27417734,447600221
27417734,111887339
665694735,130234246
1130327715,12117586
1130327715,12115835
1130327715,43291818
91482807,1426961372
91482807,1517852047
1426048943,1426048952
1426048943,1426048903
32475555,278524351
32475555,282593272
1422244165,1422244149
1422244165,241036910
3451159908,12640084
3451159908,3451159906
3451159908,3451159907
9800236714,12428414
32335036,32475150
32335036,32471790
32335036,32335038
305406135,305406023
1426048842,746555633
1426048842,361129074
1422238142,1422244201
18896384,18896375
18896384,358897226
18896384,32529250
9100861,317726060
9100861,9100863
10879742095,26867633
659795,3451879906
32335290,32335861
28850709,1506767009
659745,389364
659745,25261964
659745,265747002
144837225,144837771
144837225,144841403
144837225,144837827
301810840,32434961
1396449287,3451922938
12868513,32436432
12868513,12639623
1573119429,2468942564
1573119429,1573119421
1573119429,1430847297
5380872437,446749000
5380872437,181310323
5380872437,8163330554
247957591,32472089
3646191111,709714029
389678,130158809
2892088915,511114288
2892088915,11611585345
12640084,733846501
12640084,514897349
133357746,133357761
1527993,457697507
1527993,31015268
12118463,32525706
1426051367,305306643
248380682,12284693
563895143,665849
14955927,480606981
111887558,26161118
389379,13002273198
2581809747,2581809749
1284630461,1284630805
12427920,59612075
28850808,49373100
104517865,657350
41173172,2396618510
259573748,335717620
5812350367,5812350375
32475585,369213150
131037476,131031234
4523227758,297557863
532751179,1415538921
1294904416,2522177388
657351,791435878
241080763,661259
3451017461,130249419
1496749462,1496749460
10709985867,15853047
6303812,3022827752
1396845249,3451159937
1422207311,249426901
1426048626,1308975832
192534209,2952674744
32335040,613146316
28230647,28230676
12270001930,1261494718
2815898071,2815898033
1523894764,1528688230
305249727,2752694861
606377549,606377550
57744043,5099319588
11675963,2838062656
248738148,3727694905
305249351,291661592
1432780755,10095474102
2413658311,249090702
27688179,255315673
43326203,5167945482
16056898,18378355
96876598,96874576
7015438929,564987441
6310866597,6313497341
19080386,6310866612
1423064479,1139344926
147086245,2389807993
133459033,133459132
32178622,4834790938
49245967,389680
32336047,4266245753
4864274282,6389297988
5167182788,1432597410
389365,20447275
540403070,389364
49373105,249753348
321836997,247857981
652232936,652232938
1397022510,1397022507
7501823788,1410014122
26413605,26413604
2809688854,307478689
9101656,32233860
135109534,32236377
336143240,336143238
1497243682,1431043279
1497230534,3671886411
4210251305,2992704545
1427047541,243480507
453175582,453175581
32176232,458897155
7995870240,11675192
3621522723,3621522727
2465416044,50877757
2461880048,666678
26164989,389681
1426961644,241776026
564502838,665794
2955929609,2955929606
196244378,196244498
1521661139,11675805
11675794,623809991
26914997,15856026
1426962049,1426961372
2401303757,1422244201
358414409,9359491727
5869735394,4310052704
252311731,559572093
32475493,4375856688
358543487,358543488
846308294,59612076
133457972,131034281
305255341,305255539
259151612,259151611
255237540,690284076
3498127425,3498127420
259594799,565672573
453182881,2476049230
131037388,1415548346
2386573296,12428414
11675271,1705644423
339324656,4426389563
389685,130157168
458897156,344793159
559288531,559288530
3451879903,3451879906
583373279,583373270
688820863,62044347
458225191,108008652
2537204251,27417887
364874851,364874778
91595434,96869471
1431043268,1431043267
6045125936,6045125913
1469664224,122501008
5109218209,9021341548
51156127,975699524
21620852,2383668118
357225035,144837771
133462791,104519448
267427740,132605700
40130007,255425633
12119416,187780985
1008271001,1488933681
662925853,12117954
12280624,12280625
1426048987,1426048988
333097130,333097134
4970207208,130234246
6303942,6303962
2814548836,5438601554
15482783,16054037
1432597567,26389294
1420456304,2406953463
1574285202,1574285185
2940703842,598497534
472767314,336142150
2399542209,2379086735
616033052,12428424
132727767,2369298322
411503273,411503265
12867315,16711758
28244567,26765492
32434954,32434952
15413043,15413035
187780993,4892956246
305309020,26912398
2705523726,26912410
269170101,3451159907
26865955,25261964
2423069970,2438127956
18896374,18896375
4043127489,4043121784
132727765,31015358
249237426,30979189
2383668108,133307283
133307283,544460406
133307283,2876012640
1422244138,1422244145
7015280858,2767795997
26165955,12400352698
26868613,389607
11675206,5312983589
6206014788,657346
4020797787,11675243
170761417,349176520
14957877,247944911
2435071620,5170614842
249193350,249188607
1530024719,26389376
28242673,28242848
659715,358897226
8487279671,59665169
411566095,26756094
658579,652697356
444691106,361129074
333099189,528721720
264020616,257944592
26914401,7941635754
19227340,19227348
2461937011,688515611
301809188,2423069895
15413054,15413055
19080512,2375515829
659707,26866905
12867373,11675249
560602854,500277508
324345974,343103107
389710,50881053
26496184,7446920581
665777,2473982574
666347,666349
1426049006,1426049012
298543066,298543401
91709176,91709193
2876012720,32475150
241019348,241019339
313713115,324380070
9100869,32335861
11675260,1513166909
3804028805,11628149802
4358636075,9595988769
1463110326,19204939
1430466400,28230442
267888923,4303468056
1396489769,1294004365
26913606,1415568601
1415568601,1419532727
248662985,248662983
94597791,32436432
192317791,7503377629
892465526,12119103
11642896042,265747002
12117942,442395114
336167601,31095515
614445799,12428353
19080452,19080371
28257138,144841403
27398703,27398725
68384553,97229778
688820703,54845154
60790654,666337
389713,8163330554
2376495630,26867633
305405928,305406023
301832406,2941844019
2941844019,2941844024
60001702,60001700
60001700,247322620
8515209793,2626146614
2626146614,8515209795
43326250,43326288
43326288,41169062
563887684,564159724
564159724,666363
665860,665862
665862,665863
192308503,15852432
15852432,2035264081
12649688,130234247
130234247,130234349
67079571,67079566
67079566,671036
301829039,295515003
295515003,12280639
130158815,1397026919
1397026919,1397026917
26166033,26166032
26166032,1426048782
336142146,336142149
336142149,3559708818
25973665,1410013884
1410013884,1410013824
26414351,26414373
26414373,26414370
684995621,389142089
389142089,389142088
247391980,247391976
247391976,671027
241771992,1432596802
1432596802,1264982655
2368336819,7015248287
7015248287,1426100629
15852474,32019249
32019249,32019250
411503284,411503283
411503283,411503293
1396426605,453172433
453172433,1484699984
12867381,15871588
15871588,15871587
4229517045,96878683
96878683,2371613112
32336041,32336045
32336045,2373587348
54850104,247945175
247945175,2121574711
32336039,32336038
32336038,96888350
20299832,2374408838
2374408838,12747826204
32475580,1426048716
1426048716,32475578
31926643,9051787220
9051787220,2406479462
19223901,96793201
96793201,59802264
600567209,91534978
91534978,1499519379
12428382,448140323
448140323,15871577
938929601,990277941
990277941,5296502917
4893025544,187761671
187761671,1505722585
5047473961,597823787
597823787,467141367
1457692062,27398690
27398690,247176936
305412062,1484713987
1484713987,266993459
16712016,297459753
297459753,3821313686
25757763,12165401400
12165401400,196209830
42503290,13228209
13228209,241003240
4043161894,247700802
247700802,4426389556
15482562,15482559
15482559,12428374
32336151,32336152
32336152,12301533422
9101323,27434874
27434874,27434872
5167182786,1432597383
1432597383,10807129105
1396434747,1396434748
1396434748,1396434752
540403072,659747
659747,3621526490
670982,665035425
665035425,665035410
688693445,1426821216
1426821216,606191343
324343695,324343697
324343697,9631320527
544457882,508057825
508057825,2383668119
530287775,36313879
36313879,9964901732
7015624039,59665177
59665177,2400961252
258075708,666675
666675,800942811
374552105,2423069905
2423069905,11675798
259573276,335717346
335717346,335717390
2835039864,2373662684
2373662684,364875190
26912926,1420504368
1420504368,2369340258
365307071,365307092
365307092,365307093
32335267,3815927778
3815927778,32335269
1508507003,1509385147
1509385147,11510014394
32471791,289889586
289889586,32471790
241889612,243186990
243186990,60162968
364874977,307478699
307478699,364874757
560602904,560602897
560602897,657357
247694021,32529240
32529240,10078568144
6310880578,295216158
295216158,295216148
4794416014,3728390038
3728390038,3728390035
712555667,2934109588
2934109588,31014742
2374841982,3517117114
3517117114,137905289
1408679652,2364597304
2364597304,666094759
1426048890,1426048870
1426048870,912115838
104517922,5309039395
5309039395,104517937
30977480,1447316
1447316,2369298318
75681230,25973620
25973620,25973619
243467350,241890344
241890344,389501
16157101,16157061
16157061,2444639949
9101552,449382698
449382698,2383668117
1008270957,344558577
344558577,344558580
5573794016,32335095
32335095,9836579983
60790659,698592431
698592431,2784717512
18161320,18161322
18161322,505195747
11675265,610303865
610303865,610303883
2364287152,1574285207
1574285207,1574290315
11675276,26389417
26389417,1432597452
28256488,540962353
540962353,28256490
2372759920,1431043251
1431043251,746009497
96842205,633254083
633254083,684995633
14957904,12119982
12119982,15852565
28243783,18896372
18896372,28244366
2803154398,9672768231
9672768231,688693314
2383668112,389663
389663,2384200130
2383668109,9101554
9101554,9101555
249200528,1230024612
1230024612,12867314
665035432,2612431211
2612431211,4238426
10874072588,1420144287
1420144287,5167772731
277968659,277968646
277968646,277968644
2399747312,453182875
453182875,13128643
472134567,389707
389707,244448589
456900226,456900221
456900221,31054586
473746696,1420144276
1420144276,1426821214
2522177394,479669443
479669443,467744896
243640579,1432597278
1432597278,240396893
3200050905,2398342346
2398342346,1972196336
5597784474,10307664083
10307664083,12117932
249245064,527838308
527838308,249245092
2375495200,243503988
243503988,18161329
1487186168,2711643790
2711643790,1517852047
509900643,26866981
26866981,133493835
247391337,43314758
43314758,4067634238
28257109,28257114
28257114,28257129
1506481640,1506481636
1506481636,248981469
244443900,709714034
709714034,9959608739
1410012798,55465299
55465299,1410013058
1431043285,1419532727
7015777187,475642617
475642617,12784892
12784892,19227345
12784892,131059264
302202800,1426048715
1426048715,428957584
12233671284,12284050
12284050,2759832439
171503601,8733023811
8733023811,8733034934
1998649733,1432597806
1432597806,1432597816
5396061603,292357124
292357124,28237617
12428292,16054383
16054383,12428293
665818,8392313792
8392313792,450657663
32529244,10695367908
10695367908,26765374
245548565,249084552
249084552,144837827
12428412,117707328
117707328,2399564657
3009458377,28850707
28850707,1506767009
111887243,5267884638
5267884638,111887339
600567215,389142092
389142092,59802258
339016297,339016295
339016295,339016294
339016294,2968714390
192308520,192308526
192308526,192308528
192308528,5170614823
5629129026,1532675877
1532675877,2370760090
2370760090,2370760043
12280643,9964335082
9964335082,16711951
16711951,9964335080
456900223,456900218
456900218,31054592
31054592,31015140
247649450,247649453
247649453,247649455
247649455,486924402
2380689165,6238251594
6238251594,706001398
706001398,665043720
453171574,1277707259
1277707259,1294005536
1294005536,20299876
4043189649,4043189650
4043189650,12649678
12649678,411193759
60790663,32335409
32335409,1420144645
1420144645,32335404
1261227681,132490139
132490139,289889581
289889581,32335038
3119447218,1415547811
1415547811,3119447217
3119447217,1267467156
1320523609,1320523595
1320523595,6571063106
6571063106,1320523597
26384730,26384729
26384729,249752679
249752679,249752685
28233334,738469412
738469412,28233329
28233329,28233327
1432780787,51604255
51604255,51604253
51604253,51604245
12283739,11675482
11675482,11675477
11675477,11675480
12283738,339626551
339626551,12283733
12283733,12280671
289889578,32334993
32334993,6019709808
6019709808,1260885026
360406208,360406201
360406201,7392125529
7392125529,15855903
1530041887,11675968
11675968,11675966
11675966,11675791
5428518026,26413650
26413650,411051286
411051286,241775050
380884386,19080426
19080426,26496190
26496190,26496191
7995870235,14653183
14653183,15413112
14653183,14653190
14653183,14653199
15413112,15413110
26496429,26496427
26496427,846308288
846308288,846308301
4196028854,14957894
14957894,2789129056
2789129056,122828307
450711424,922484441
922484441,1426821215
1426821215,1420144383
36530380,1432780732
1432780732,241776922
241776922,1432780743
654051846,9631320535
9631320535,31926246
31926246,2761886844
32336030,1322530585
1322530585,1426048703
1426048703,4229444344
1426051374,1426051373
1426051373,1426051372
1426051372,26911362
170835348,10400278
10400278,1265025672
1265025672,26759873
122548879,122500984
122500984,11178355780
11178355780,247958816
10050840446,12639666
12639666,305307347
305307347,1420455242
528733737,528733735
528733735,11675223
11675223,2375515929
1432597489,26389992
26389992,26389868
26389868,26389444
60955837,54859712
54859712,255425857
255425857,54859727
51156103,51156101
51156101,51156098
51156098,59802238
54859729,59816074
59816074,7678736976
7678736976,251007584
11181160946,1420128891
1420128891,1420131178
1420131178,990221696
361218703,361218729
361218729,361218708
361218708,1410014081
2401018412,187780975
187780975,12119414
12119414,1505675855
2784725492,50881093
50881093,499551717
499551717,496282459
91709153,3259811167
3259811167,91709169
91709169,662184
2907541391,690284037
690284037,690284057
690284057,32472089
26389279,26389254
26389254,26389221
26389221,42503598
32335694,1345315819
1345315819,2473982679
2473982679,2876012532
2399542205,2893532895
2893532895,2893532949
2893532949,15852592
666681,259152566
259152566,666680
666680,258075677
14957898,90391497
90391497,2745264400
2745264400,4758711822
1420118252,1420129964
1420129964,1326676579
1326676579,1420123197
301802142,2438127961
2438127961,4935194550
4935194550,4935194551
135109491,32235616
32235616,26165233
26165233,26165229
28242687,2400990813
2400990813,11676196
11676196,1684601164
133357761,3815927777
3815927777,133357772
1396426597,1396426602
1396426602,1396426604
1396426604,18378306
131059264,666354
266381452,110552700
110552700,305412980
305412980,2375574684
196222363,196244431
196244431,196244434
196244434,196244441
1420459585,1426048971
1426048971,1426048972
1426048972,1430847297
266998021,2372734162
2372734162,2372734172
2372734172,249188575
296891664,296892072
296892072,296892073
296892073,301833881
277968642,179034158
179034158,174745254
174745254,174745272
59979737,12175126081
12175126081,53457964
53457964,560602947
1717836062,1717836091
1717836091,1717835994
1717835994,709714016
2375609782,2582451907
2582451907,65078347
65078347,65078354
278304980,349176562
349176562,2363460254
2363460254,1799448116
11841447179,1410012284
1410012284,2791792355
2791792355,75681335
75681335,75681356
11841447177,26414257
26414257,513856622
513856622,26414261
26414261,2373794546
43326231,43551275
43551275,4212320957
4212320957,4212320956
4212320956,65084684
621545471,621545478
621545478,621545477
621545477,665694734
665694734,621545500
671034,671033
671033,67079577
67079577,671030
671030,49249321
26414320,26414316
26414316,26414315
26414315,26414314
26414314,4898446741
8613842665,11675763
11675763,510613418
510613418,8613842671
8613842671,11675765
1426048731,1426048727
1426048727,140667559
140667559,1958353678
1958353678,1958353675
914786403,359097427
359097427,318780495
318780495,746555666
746555666,1426048809
28231265,659698
659698,28232074
28232074,26496117
26496117,28251159
3072554418,11675484
11675484,11675489
11675489,8936518383
8936518383,8936526690
248739525,248739500
248739500,28257605
28257605,248737667
248737667,12117925
82661790,5531030927
5531030927,671015
671015,703556873
703556873,2745264394
333099190,2686926218
2686926218,6304168
6304168,12867313
12867313,528733570
8515209797,147070215
147070215,8515209630
8515209630,8733023787
8733023787,8733023793
43326199,9672768228
9672768228,43326195
43326195,470222757
470222757,488189819
497075347,16054419
16054419,16054421
16054421,18378352
18378352,32529250
514897349,514897344
514897344,514897341
320022997,320023002
320023002,320023053
320023053,320023058
320023058,8733023806
658571,428957548
428957548,97229886
97229886,3227846855
3227846855,428957556
305245772,291661727
291661727,291661730
291661730,295516518
295516518,295516526
12280690,240399950
240399950,12280686
12280686,4697250428
4697250428,4697250432
703039281,295213526
295213526,1423546566
1423546566,541012230
541012230,1423546562
32435465,243485690
243485690,3826599211
3826599211,241080757
241080757,11522103071
330928701,244445691
244445691,255179553
255179553,3159002249
3159002249,31094871
448020525,448020524
448020524,298693134
298693134,1426048957
1426048957,1426048952
243643628,688820688
688820688,259594897
259594897,665776
665776,259594888
26161117,131031572
131031572,131031391
131031391,131032422
131032422,11907019562
32436418,32436439
32436439,135686030
135686030,241075491
241075491,243485067
247649812,247649810
247649810,247649808
247649808,247649807
247649807,247649805
60001730,241891957
241891957,241891956
241891956,247176931
247176931,247176929
2374841996,344793331
344793331,333089813
333089813,615600315
615600315,615619599
6206014790,18378302
18378302,15482552
15482552,2399601674
2399601674,11675216
12301533421,32336190
32336190,2628742218
2628742218,2628742270
2628742270,4452301327
3731545508,559828194
559828194,1426048622
1426048622,59694701
59694701,563987490
2585066877,107871097
107871097,26414251
26414251,2763710312
2763710312,671003
273128876,273128877
273128877,273128878
273128878,273128879
273128879,273128872
26496189,28233331
28233331,19080374
19080374,28233330
28233330,28233325
246663287,364874939
364874939,364874869
364874869,364874916
364874916,364874849
12117595,12117590
12117590,6219877421
6219877421,530807825
530807825,12117586
11905484759,1509389068
1509389068,26413355
26413355,240384563
240384563,241036910
5438601595,5438601603
5438601603,5438601606
5438601606,12119404
12119404,4893025542
4893025542,3825229964
130157149,130157165
130157165,130157159
130157159,130158807
130158807,130158809
2975697898,187790219
187790219,187790234
187790234,6164200825
6164200825,388985358
388985358,5497736664
1410014030,2379086868
2379086868,26414371
26414371,2373662647
2373662647,147086272
147086272,2373975862
5629129023,2744747723
2744747723,2373662650
2373662650,26414204
26414204,26414211
26414211,4896173236
12861846727,3978757808
3978757808,1426100541
1426100541,12815485472
12815485472,12815485473
12815485473,31015379
14653150,14653146
14653146,14653140
14653140,16054145
16054145,13128608
13128608,438282879
91469713,291661704
291661704,305241240
305241240,291661614
291661614,291661611
291661611,291661603
4077285429,1287551339
1287551339,3768334660
3768334660,336180443
336180443,3977166163
3977166163,31054551
11675770,25966438
25966438,5947090
5947090,13228203
13228203,13228196
13228196,13228195
12428376,296154292
296154292,801057577
801057577,11675740
11675740,11675741
11675741,377095277
1230024565,1230024637
1230024637,2686926142
2686926142,1230024627
1230024627,333099213
333099213,1230024644
147070210,297388013
297388013,297388006
297388006,297388005
297388005,297388025
297388025,297387984
301813621,249753333
249753333,301813199
301813199,32435415
32435415,32435420
32435420,32435421
1130338700,2407411141
2407411141,2407411149
2407411149,6639910590
6639910590,5419193394
5419193394,1813017022
2407384745,12115850
12115850,12115843
12115843,1727146614
1727146614,12115839
12115839,12115835
297464679,688693561
688693561,9836579984
9836579984,654085525
654085525,323177796
323177796,323177787
32475512,349176543
349176543,32475514
32475514,32475515
32475515,612930969
612930969,918295982
53464363,321876220
321876220,59898651
59898651,62102471
62102471,4398180095
4398180095,321876223
242752195,242783738
242783738,12280695
12280695,6378950101
6378950101,6124742196
6124742196,9950967022
59816058,59802249
59802249,59802246
59802246,684995626
684995626,59816063
59816063,585345785
256891509,428957607
428957607,428957605
428957605,59665174
59665174,688515623
688515623,2461937030
11289729968,224035908
224035908,224035944
224035944,170768971
170768971,224036070
224036070,1426048903
40121849,255425626
255425626,255425615
255425615,40121828
40121828,137801125
137801125,137801127
26389457,26389415
26389415,26389387
26389387,1432597582
1432597582,1432597675
1432597675,1432597695
305240128,305240288
305240288,305240054
305240054,305239091
305239091,305239088
305239088,305240608
9947407124,82746002
82746002,305252096
305252096,291661413
291661413,291661207
291661207,291661210
50881063,50881066
50881066,50881072
50881072,50881078
50881078,8287924210
8287924210,11695489202
298536133,298537225
298537225,298543082
298543082,298543079
298543079,298543070
298543070,298543127
344665742,2764492256
2764492256,3126965058
3126965058,344666760
344666760,344666365
344666365,563885194
1432597853,242723993
242723993,1432597848
1432597848,1432597838
1432597838,1432597836
1432597836,1432597832
301818029,301817969
301817969,163026287
163026287,4860582775
4860582775,4860582776
4860582776,4860582755
4860582755,4860582754
1426048839,368870636
368870636,368870779
368870779,1426048816
1426048816,344793069
344793069,1426048797
1426048797,2363460184
12867287,12867284
12867284,26868741
26868741,26868708
26868708,11675512
11675512,12897734
12897734,12280641
528733589,6796012330
6796012330,297209453
297209453,528733583
528733583,333097147
333097147,12639617
12639617,528733665
301804347,301803545
301803545,301803543
301803543,301803540
301803540,301805726
301805726,32435525
32435525,3636667093
5585532881,325710318
325710318,12428422
12428422,16157067
16157067,631975636
631975636,810848175
810848175,1396433512
122500879,122500874
122500874,12281321
12281321,12281320
12281320,26389530
26389530,26389535
26389535,26389860
262896731,12639639
12639639,18910598
18910598,484789265
484789265,13128646
13128646,266381239
266381239,13128652
4911674621,4911674622
4911674622,54823276
54823276,54823281
54823281,54823285
54823285,54823289
54823289,4208698709
1259427233,1259434304
1259434304,1430148300
1430148300,1259427229
1259427229,266999898
266999898,11675501
11675501,273128869
658495,256892217
256892217,256892231
256892231,1426048682
1426048682,1426048704
1426048704,690136727
690136727,688820883
2389808014,2465475275
2465475275,32475557
32475557,282593273
282593273,344668793
344668793,307480460
307480460,282593272
43291818,43291816
43291816,6837237350
6837237350,2433060453
2433060453,6639867618
6639867618,12639621
12639621,12639623
4206671229,91541638
91541638,91541661
91541661,91541642
91541642,90408964
90408964,2782942216
2782942216,2789799536
2789799536,2782942214
2609552131,358414557
358414557,358414559
358414559,2609552121
2609552121,358414564
358414564,364875075
364875075,364875077
364875077,364875072
60955956,666743
666743,565063532
565063532,564574276
564574276,54829952
54829952,559828162
559828162,2403995925
2403995925,560602856
291661822,623810082
623810082,2423092494
2423092494,295516527
295516527,5564874691
5564874691,11675792
11675792,9955881240
9955881240,3485778226
696250191,696250101
696250101,696250056
696250056,696250051
696250051,320029303
320029303,696250360
696250360,696250079
696250079,320029297
320029297,320030532
255425838,41173907
41173907,60955836
60955836,61910982
61910982,41173975
41173975,41175034
41175034,255425836
255425836,2461880051
2461880051,666683
317494832,317494795
317494795,317494812
317494812,317494806
317494806,317495028
317495028,317495284
317495284,598149349
598149349,4793217310
4793217310,19223251
1276536118,254019345
254019345,4802701881
4802701881,4800065505
4800065505,1276534166
1276534166,1276534145
1276534145,8936625560
8936625560,1276534250
1276534250,1276534300
4199183466,386180679
386180679,36564913
36564913,1426961867
1426961867,241786388
241786388,1426961886
1426961886,1426961895
1426961895,1426961900
1426961900,1426961906
12280683,12281317
12281317,12281318
12281318,26389532
26389532,26389531
26389531,82676982
82676982,82676980
82676980,243915067
243915067,12409044961
364875194,361220286
361220286,11177972812
11177972812,361220289
361220289,364875141
364875141,247857974
247857974,247857971
247857971,247857970
247857970,247857969
12428288,25877021
25877021,25876850
25876850,16054377
16054377,16054375
16054375,11675196
11675196,12428330
12428330,264588151
264588151,12428830
1130327506,1130327658
1130327658,1813001085
1813001085,2407397962
2407397962,2407371410
2407371410,2650635524
2650635524,2407371275
2407371275,2407371192
2407371192,2407395083
192310421,192310417
192310417,192310428
192310428,192311232
192311232,192311236
192311236,192311239
192311239,192311240
192311240,3755187232
3755187232,192311247
4208698712,1320523606
1320523606,2377422631
2377422631,1320523611
1320523611,1320523604
1320523604,1320523602
1320523602,4856284142
4856284142,1320523591
1320523591,2745264321
15413033,15413032
15413032,14653190
14653199,15413029
15413029,12867392
12867392,9961929005
9961929005,281261261
